[2026-05-03T16:07:20.443+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: setup_retail_pipeline.run_collector manual__2026-05-03T16:07:05.187966+00:00 [queued]>
[2026-05-03T16:07:20.445+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: setup_retail_pipeline.run_collector manual__2026-05-03T16:07:05.187966+00:00 [queued]>
[2026-05-03T16:07:20.445+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2026-05-03T16:07:20.449+0000] {taskinstance.py:1380} INFO - Executing <Task(BashOperator): run_collector> on 2026-05-03 16:07:05.187966+00:00
[2026-05-03T16:07:20.451+0000] {standard_task_runner.py:57} INFO - Started process 8869 to run task
[2026-05-03T16:07:20.453+0000] {standard_task_runner.py:84} INFO - Running: ['airflow', 'tasks', 'run', 'setup_retail_pipeline', 'run_collector', 'manual__2026-05-03T16:07:05.187966+00:00', '--job-id', '857', '--raw', '--subdir', 'DAGS_FOLDER/setup_retail_pipeline.py', '--cfg-path', '/tmp/tmpnvklz8fi']
[2026-05-03T16:07:20.454+0000] {standard_task_runner.py:85} INFO - Job 857: Subtask run_collector
[2026-05-03T16:07:20.474+0000] {task_command.py:415} INFO - Running <TaskInstance: setup_retail_pipeline.run_collector manual__2026-05-03T16:07:05.187966+00:00 [running]> on host 9402586a9c0f
[2026-05-03T16:07:20.503+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='sorae' AIRFLOW_CTX_DAG_ID='setup_retail_pipeline' AIRFLOW_CTX_TASK_ID='run_collector' AIRFLOW_CTX_EXECUTION_DATE='2026-05-03T16:07:05.187966+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-05-03T16:07:05.187966+00:00'
[2026-05-03T16:07:20.504+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2026-05-03T16:07:20.504+0000] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', "\n    docker exec         -e TARGET_START='2026-05-03 15:00:00'         -e TARGET_END='2026-05-03 16:00:00'         collector         python /app/producer.py\n        "]
[2026-05-03T16:07:20.507+0000] {subprocess.py:86} INFO - Output:
[2026-05-03T16:07:23.208+0000] {subprocess.py:93} INFO - [Kafka] 연결 시도 1/30 - kafka:29092
[2026-05-03T16:07:23.210+0000] {subprocess.py:93} INFO - [Producer] message count: 119
[2026-05-03T16:07:23.210+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251432, event_type=cancel, invoice_no=C551712, message={'tag': 'in_process', 'event_id': 'C551712-22798', 'event_type': 'cancel', 'invoice_no': 'C551712', 'stock_code': '22798', 'category': 'ETC', 'description': 'ANTIQUE GLASS DRESSING TABLE POT', 'quantity': -1, 'unit_price': 2.95, 'customer_id': '13267', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:04:00', 'invoice_timestamp': '2026-05-03T15:04:00', 'target_date': '2026-05-03', 'target_time': '15:04:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.210+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251433, event_type=cancel, invoice_no=C551712, message={'tag': 'complete', 'invoice_no': 'C551712'}
[2026-05-03T16:07:23.211+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251434, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-23144', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '23144', 'category': 'ETC', 'description': 'ZINC T-LIGHT HOLDER STARS SMALL', 'quantity': 12, 'unit_price': 0.83, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.211+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251435, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-23145', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '23145', 'category': 'ETC', 'description': 'ZINC T-LIGHT HOLDER STAR LARGE', 'quantity': 12, 'unit_price': 0.95, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.211+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251436, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-23204', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '23204', 'category': 'ETC', 'description': 'CHARLOTTE BAG APPLES DESIGN', 'quantity': 10, 'unit_price': 0.85, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.211+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251437, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-23205', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '23205', 'category': 'ETC', 'description': 'CHARLOTTE BAG VINTAGE ALPHABET ', 'quantity': 10, 'unit_price': 0.85, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.211+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251438, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-23068', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '23068', 'category': 'ETC', 'description': 'ALUMINIUM STAMPED HEART', 'quantity': 8, 'unit_price': 2.49, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251439, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-22224', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '22224', 'category': 'ETC', 'description': 'WHITE LOVEBIRD LANTERN', 'quantity': 6, 'unit_price': 2.95, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251440, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-22465', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '22465', 'category': 'ETC', 'description': 'HANGING METAL STAR LANTERN', 'quantity': 12, 'unit_price': 1.65, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251441, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-22464', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '22464', 'category': 'ETC', 'description': 'HANGING METAL HEART LANTERN', 'quantity': 12, 'unit_price': 1.65, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251442, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-71459', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '71459', 'category': 'ETC', 'description': 'HANGING JAM JAR T-LIGHT HOLDER', 'quantity': 24, 'unit_price': 0.85, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251443, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-21730', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '21730', 'category': 'ETC', 'description': 'GLASS STAR FROSTED T-LIGHT HOLDER', 'quantity': 3, 'unit_price': 4.95, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251444, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-84950', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '84950', 'category': 'ETC', 'description': 'ASSORTED COLOUR T-LIGHT HOLDER', 'quantity': 12, 'unit_price': 0.65, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:23.212+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251445, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-85123A', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '85123', 'category': 'A', 'description': 'WHITE HANGING HEART T-LIGHT HOLDER', 'quantity': 6, 'unit_price': 2.95, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.637+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251446, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-84978', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '84978', 'category': 'ETC', 'description': 'HANGING HEART JAR T-LIGHT HOLDER', 'quantity': 12, 'unit_price': 1.25, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.637+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251447, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-84970L', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '84970', 'category': 'L', 'description': 'SINGLE HEART ZINC T-LIGHT HOLDER', 'quantity': 12, 'unit_price': 0.95, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.637+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251448, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-84970S', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '84970', 'category': 'S', 'description': 'HANGING HEART ZINC T-LIGHT HOLDER', 'quantity': 12, 'unit_price': 0.85, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.637+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251449, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-22485', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '22485', 'category': 'ETC', 'description': 'SET OF 2 WOODEN MARKET CRATES', 'quantity': 2, 'unit_price': 12.75, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.637+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251450, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-75049L', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '75049', 'category': 'L', 'description': 'LARGE CIRCULAR MIRROR MOBILE', 'quantity': 6, 'unit_price': 1.25, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.637+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251451, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-21714', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '21714', 'category': 'ETC', 'description': 'CITRONELLA CANDLE GARDEN POT', 'quantity': 12, 'unit_price': 1.25, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251452, event_type=order, invoice_no=551713, message={'tag': 'in_process', 'event_id': '551713-22178', 'event_type': 'order', 'invoice_no': '551713', 'stock_code': '22178', 'category': 'ETC', 'description': 'VICTORIAN GLASS HANGING T-LIGHT', 'quantity': 12, 'unit_price': 1.25, 'customer_id': '16230', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:12:00', 'invoice_timestamp': '2026-05-03T15:12:00', 'target_date': '2026-05-03', 'target_time': '15:12:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251453, event_type=order, invoice_no=551713, message={'tag': 'complete', 'invoice_no': '551713'}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251454, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-22496', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '22496', 'category': 'ETC', 'description': 'SET OF 2 ROUND TINS DUTCH CHEESE', 'quantity': 2, 'unit_price': 2.95, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251455, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-22171', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '22171', 'category': 'ETC', 'description': '3 HOOK PHOTO SHELF ANTIQUE WHITE', 'quantity': 2, 'unit_price': 8.5, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251456, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-22881', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '22881', 'category': 'ETC', 'description': 'NUMBER TILE VINTAGE FONT 2', 'quantity': 2, 'unit_price': 1.95, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251457, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-22882', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '22882', 'category': 'ETC', 'description': 'NUMBER TILE VINTAGE FONT 3', 'quantity': 2, 'unit_price': 1.95, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251458, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-84978', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '84978', 'category': 'ETC', 'description': 'HANGING HEART JAR T-LIGHT HOLDER', 'quantity': 12, 'unit_price': 1.25, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:24.638+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251459, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-21714', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '21714', 'category': 'ETC', 'description': 'CITRONELLA CANDLE GARDEN POT', 'quantity': 6, 'unit_price': 1.25, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:26.069+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251460, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-22178', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '22178', 'category': 'ETC', 'description': 'VICTORIAN GLASS HANGING T-LIGHT', 'quantity': 24, 'unit_price': 1.25, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:26.071+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251461, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-22429', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '22429', 'category': 'ETC', 'description': 'ENAMEL MEASURING JUG CREAM', 'quantity': 1, 'unit_price': 4.25, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
[2026-05-03T16:07:26.071+0000] {subprocess.py:93} INFO - [Kafka Sent] topic=retail-events, partition=0, offset=251462, event_type=order, invoice_no=551714, message={'tag': 'in_process', 'event_id': '551714-21713', 'event_type': 'order', 'invoice_no': '551714', 'stock_code': '21713', 'category': 'ETC', 'description': 'CITRONELLA CANDLE FLOWERPOT', 'quantity': 4, 'unit_price': 2.1, 'customer_id': '16806', 'country': 'United Kingdom', 'original_invoice_timestamp': '2011-05-03T15:15:00', 'invoice_timestamp': '2026-05-03T15:15:00', 'target_date': '2026-05-03', 'target_time': '15:15:00', 'metadata': {'source': 'online_retail_csv', 'version': 'v1'}}
